household_id,survey_id,enumerator_id,village_id,district,age,gender,education,occupation,employment_status,income,hours_worked,household_size,interview_duration,survey_date
HH1556,S10556,,V1007,District A,31,M,Secondary,Farming,Employed,17525,40,4,45,2024-05-10
HH1557,S10557,,V1008,District A,36,M,Secondary,Farming,Employed,20323,41,4,45,2024-05-10
HH1558,S10558,,V1009,District A,43,M,Secondary,Farming,Employed,20908,42,4,45,2024-05-10
HH1559,S10559,,V1010,District A,30,M,Secondary,Farming,Employed,29010,32,4,45,2024-05-10
HH1560,S10560,,V1001,District A,29,M,Secondary,Farming,Employed,14323,48,4,45,2024-05-10
HH1561,S10561,,V1002,District A,39,M,Secondary,Farming,Employed,22333,41,4,45,2024-05-10
HH1562,S10562,,V1003,District A,50,M,Secondary,Farming,Employed,23426,35,4,45,2024-05-10
HH1563,S10563,,V1004,District A,29,M,Secondary,Farming,Employed,17065,40,4,45,2024-05-10
HH1564,S10564,,V1005,District A,53,M,Secondary,Farming,Employed,18409,46,4,45,2024-05-10
HH1565,S10565,,V1006,District A,49,M,Secondary,Farming,Employed,28371,35,4,45,2024-05-10
HH1566,S10566,,V1007,District A,26,M,Secondary,Farming,Employed,16741,40,4,45,2024-05-10
HH1567,S10567,,V1008,District A,47,M,Secondary,Farming,Employed,14992,40,4,45,2024-05-10
HH1568,S10568,,V1009,District A,41,M,Secondary,Farming,Employed,13811,38,4,45,2024-05-10
HH1569,S10569,,V1010,District A,39,M,Secondary,Farming,Employed,18253,35,4,45,2024-05-10
HH1570,S10570,,V1001,District A,26,M,Secondary,Farming,Employed,29274,39,4,45,2024-05-10
HH1571,S10571,,V1002,District A,31,M,Secondary,Farming,Employed,28449,44,4,45,2024-05-10
HH1572,S10572,,V1003,District A,52,M,Secondary,Farming,Employed,15901,45,4,45,2024-05-10
HH1573,S10573,,V1004,District A,39,M,Secondary,Farming,Employed,25894,37,4,45,2024-05-10
HH1574,S10574,,V1005,District A,29,M,Secondary,Farming,Employed,14488,33,4,45,2024-05-10
HH1575,S10575,,V1006,District A,32,M,Secondary,Farming,Employed,10789,46,4,45,2024-05-10
HH1576,S10576,,V1007,District A,19,M,Secondary,Farming,Employed,26503,34,4,45,2024-05-10
HH1577,S10577,,V1008,District A,30,M,Secondary,Farming,Employed,21450,40,4,45,2024-05-10
HH1578,S10578,,V1009,District A,36,M,Secondary,Farming,Employed,27721,41,4,45,2024-05-10
HH1579,S10579,,V1010,District A,23,M,Secondary,Farming,Employed,19152,34,4,45,2024-05-10
HH1580,S10580,,V1001,District A,32,M,Secondary,Farming,Employed,26328,49,4,45,2024-05-10
HH1581,S10581,,V1002,District A,38,M,Secondary,Farming,Employed,19017,33,4,45,2024-05-10
HH1582,S10582,,V1003,District A,21,M,Secondary,Farming,Employed,15574,49,4,45,2024-05-10
HH1583,S10583,,V1004,District A,59,M,Secondary,Farming,Employed,14456,34,4,45,2024-05-10
HH1584,S10584,,V1005,District A,18,M,Secondary,Farming,Employed,24907,47,4,45,2024-05-10
HH1585,S10585,,V1006,District A,52,M,Secondary,Farming,Employed,23538,35,4,45,2024-05-10
HH1586,S10586,,V1007,District A,40,M,Secondary,Farming,Employed,21386,49,4,45,2024-05-10
HH1587,S10587,,V1008,District A,54,M,Secondary,Farming,Employed,13078,44,4,45,2024-05-10
HH1588,S10588,,V1009,District A,45,M,Secondary,Farming,Employed,16106,37,4,45,2024-05-10
HH1589,S10589,,V1010,District A,25,M,Secondary,Farming,Employed,15597,30,4,45,2024-05-10
HH1590,S10590,,V1001,District A,27,M,Secondary,Farming,Employed,26465,41,4,45,2024-05-10
HH1591,S10591,,V1002,District A,36,M,Secondary,Farming,Employed,16876,36,4,45,2024-05-10
HH1592,S10592,,V1003,District A,50,M,Secondary,Farming,Employed,22905,41,4,45,2024-05-10
HH1593,S10593,,V1004,District A,44,M,Secondary,Farming,Employed,10060,41,4,45,2024-05-10
HH1594,S10594,,V1005,District A,43,M,Secondary,Farming,Employed,20488,46,4,45,2024-05-10
HH1595,S10595,,V1006,District A,50,M,Secondary,Farming,Employed,28775,41,4,45,2024-05-10
HH1596,S10596,,V1007,District A,37,M,Secondary,Farming,Employed,20821,32,4,45,2024-05-10
HH1597,S10597,,V1008,District A,48,M,Secondary,Farming,Employed,18356,30,4,45,2024-05-10
HH1598,S10598,,V1009,District A,25,M,Secondary,Farming,Employed,25937,46,4,45,2024-05-10
HH1599,S10599,,V1010,District A,38,M,Secondary,Farming,Employed,26980,49,4,45,2024-05-10
HH1600,S10600,,V1001,District A,30,M,Secondary,Farming,Employed,16597,35,4,45,2024-05-10
HH1601,S10601,,V1002,District A,52,M,Secondary,Farming,Employed,27649,30,4,45,2024-05-10
HH1602,S10602,,V1003,District A,32,M,Secondary,Farming,Employed,11183,43,4,45,2024-05-10
HH1603,S10603,,V1004,District A,25,M,Secondary,Farming,Employed,12848,47,4,45,2024-05-10
HH1604,S10604,,V1005,District A,46,M,Secondary,Farming,Employed,21407,36,4,45,2024-05-10
HH1605,S10605,,V1006,District A,44,M,Secondary,Farming,Employed,18892,48,4,45,2024-05-10
HH1606,S10606,,V1007,District A,25,M,Secondary,Farming,Employed,17727,44,4,45,2024-05-10
HH1607,S10607,,V1008,District A,49,M,Secondary,Farming,Employed,17605,44,4,45,2024-05-10
HH1608,S10608,,V1009,District A,51,M,Secondary,Farming,Employed,20626,41,4,45,2024-05-10
HH1609,S10609,,V1010,District A,24,M,Secondary,Farming,Employed,20164,36,4,45,2024-05-10
HH1610,S10610,,V1001,District A,33,M,Secondary,Farming,Employed,23561,43,4,45,2024-05-10
HH1611,S10611,,V1002,District A,50,M,Secondary,Farming,Employed,12154,30,4,45,2024-05-10
HH1612,S10612,,V1003,District A,47,M,Secondary,Farming,Employed,16480,37,4,45,2024-05-10
HH1613,S10613,,V1004,District A,37,M,Secondary,Farming,Employed,15409,37,4,45,2024-05-10
HH1614,S10614,,V1005,District A,27,M,Secondary,Farming,Employed,24339,35,4,45,2024-05-10
HH1615,S10615,,V1006,District A,46,M,Secondary,Farming,Employed,20578,41,4,45,2024-05-10
HH1616,S10616,,V1007,District A,48,M,Secondary,Farming,Employed,18089,44,4,45,2024-05-10
HH1617,S10617,,V1008,District A,52,M,Secondary,Farming,Employed,18570,39,4,45,2024-05-10
HH1618,S10618,,V1009,District A,42,M,Secondary,Farming,Employed,15229,48,4,45,2024-05-10
HH1619,S10619,,V1010,District A,33,M,Secondary,Farming,Employed,11857,45,4,45,2024-05-10
HH1620,S10620,,V1001,District A,33,M,Secondary,Farming,Employed,15792,44,4,45,2024-05-10
HH1621,S10621,,V1002,District A,47,M,Secondary,Farming,Employed,21838,47,4,45,2024-05-10
HH1622,S10622,,V1003,District A,51,M,Secondary,Farming,Employed,15929,35,4,45,2024-05-10
HH1623,S10623,,V1004,District A,37,M,Secondary,Farming,Employed,10723,45,4,45,2024-05-10
HH1624,S10624,,V1005,District A,59,M,Secondary,Farming,Employed,16615,45,4,45,2024-05-10
HH1625,S10625,,V1006,District A,43,M,Secondary,Farming,Employed,15681,46,4,45,2024-05-10
HH1626,S10626,,V1007,District A,43,M,Secondary,Farming,Employed,20400,42,4,45,2024-05-10
HH1627,S10627,,V1008,District A,34,M,Secondary,Farming,Employed,17993,45,4,45,2024-05-10
HH1628,S10628,,V1009,District A,55,M,Secondary,Farming,Employed,21710,44,4,45,2024-05-10
HH1629,S10629,,V1010,District A,30,M,Secondary,Farming,Employed,19888,49,4,45,2024-05-10
HH1630,S10630,,V1001,District A,50,M,Secondary,Farming,Employed,12989,34,4,45,2024-05-10
HH1631,S10631,,V1002,District A,22,M,Secondary,Farming,Employed,23935,48,4,45,2024-05-10
HH1632,S10632,,V1003,District A,30,M,Secondary,Farming,Employed,16271,33,4,45,2024-05-10
HH1633,S10633,,V1004,District A,28,M,Secondary,Farming,Employed,16940,48,4,45,2024-05-10
HH1634,S10634,,V1005,District A,47,M,Secondary,Farming,Employed,21847,45,4,45,2024-05-10
HH1635,S10635,,V1006,District A,34,M,Secondary,Farming,Employed,25704,37,4,45,2024-05-10
HH1636,S10636,,V1007,District A,56,M,Secondary,Farming,Employed,16230,42,4,45,2024-05-10
HH1637,S10637,,V1008,District A,24,M,Secondary,Farming,Employed,27433,41,4,45,2024-05-10
HH1638,S10638,,V1009,District A,56,M,Secondary,Farming,Employed,21183,44,4,45,2024-05-10
HH1639,S10639,,V1010,District A,34,M,Secondary,Farming,Employed,27669,36,4,45,2024-05-10
HH1640,S10640,,V1001,District A,50,M,Secondary,Farming,Employed,11305,35,4,45,2024-05-10
HH1641,S10641,,V1002,District A,43,M,Secondary,Farming,Employed,24100,49,4,45,2024-05-10
HH1642,S10642,,V1003,District A,27,M,Secondary,Farming,Employed,25620,45,4,45,2024-05-10
HH1643,S10643,,V1004,District A,33,M,Secondary,Farming,Employed,23307,39,4,45,2024-05-10
HH1644,S10644,,V1005,District A,21,M,Secondary,Farming,Employed,20525,39,4,45,2024-05-10
HH1645,S10645,,V1006,District A,44,M,Secondary,Farming,Employed,26421,45,4,45,2024-05-10
HH1646,S10646,,V1007,District A,22,M,Secondary,Farming,Employed,26307,48,4,45,2024-05-10
HH1647,S10647,,V1008,District A,44,M,Secondary,Farming,Employed,21825,34,4,45,2024-05-10
HH1648,S10648,,V1009,District A,48,M,Secondary,Farming,Employed,27448,49,4,45,2024-05-10
HH1649,S10649,,V1010,District A,52,M,Secondary,Farming,Employed,17007,40,4,45,2024-05-10
HH1650,S10650,,V1001,District A,52,M,Secondary,Farming,Employed,10986,30,4,45,2024-05-10
HH1651,S10651,,V1002,District A,46,M,Secondary,Farming,Employed,13563,45,4,45,2024-05-10
HH1652,S10652,,V1003,District A,48,M,Secondary,Farming,Employed,22466,32,4,45,2024-05-10
HH1653,S10653,,V1004,District A,52,M,Secondary,Farming,Employed,18991,44,4,45,2024-05-10
HH1654,S10654,,V1005,District A,37,M,Secondary,Farming,Employed,16578,48,4,45,2024-05-10
HH1655,S10655,,V1006,District A,35,M,Secondary,Farming,Employed,12174,42,4,45,2024-05-10
HH1656,S10656,,V1007,District A,42,M,Secondary,Farming,Employed,13402,44,4,45,2024-05-10
HH1657,S10657,,V1008,District A,55,M,Secondary,Farming,Employed,21690,36,4,45,2024-05-10
HH1658,S10658,,V1009,District A,18,M,Secondary,Farming,Employed,28721,32,4,45,2024-05-10
HH1659,S10659,,V1010,District A,21,M,Secondary,Farming,Employed,10384,36,4,45,2024-05-10
HH1660,S10660,,V1001,District A,43,M,Secondary,Farming,Employed,16679,37,4,45,2024-05-10
HH1661,S10661,,V1002,District A,48,M,Secondary,Farming,Employed,22277,45,4,45,2024-05-10
HH1662,S10662,,V1003,District A,25,M,Secondary,Farming,Employed,28098,33,4,45,2024-05-10
HH1663,S10663,,V1004,District A,40,M,Secondary,Farming,Employed,29794,32,4,45,2024-05-10
HH1664,S10664,,V1005,District A,35,M,Secondary,Farming,Employed,24596,45,4,45,2024-05-10
HH1665,S10665,,V1006,District A,28,M,Secondary,Farming,Employed,27463,37,4,45,2024-05-10
HH1666,S10666,,V1007,District A,31,M,Secondary,Farming,Employed,17626,34,4,45,2024-05-10
HH1667,S10667,,V1008,District A,20,M,Secondary,Farming,Employed,22481,48,4,45,2024-05-10
HH1668,S10668,,V1009,District A,25,M,Secondary,Farming,Employed,28833,37,4,45,2024-05-10
HH1669,S10669,,V1010,District A,35,M,Secondary,Farming,Employed,17092,34,4,45,2024-05-10
HH1670,S10670,,V1001,District A,57,M,Secondary,Farming,Employed,23065,42,4,45,2024-05-10
HH1671,S10671,,V1002,District A,27,M,Secondary,Farming,Employed,22312,49,4,45,2024-05-10
HH1672,S10672,,V1003,District A,59,M,Secondary,Farming,Employed,29734,33,4,45,2024-05-10
HH1673,S10673,,V1004,District A,22,M,Secondary,Farming,Employed,24376,35,4,45,2024-05-10
HH1674,S10674,,V1005,District A,59,M,Secondary,Farming,Employed,22059,37,4,45,2024-05-10
HH1675,S10675,,V1006,District A,47,M,Secondary,Farming,Employed,16650,35,4,45,2024-05-10
HH1676,S10676,,V1007,District A,44,M,Secondary,Farming,Employed,24671,47,4,45,2024-05-10
HH1677,S10677,,V1008,District A,23,M,Secondary,Farming,Employed,27663,40,4,45,2024-05-10
HH1678,S10678,,V1009,District A,51,M,Secondary,Farming,Employed,11394,46,4,45,2024-05-10
HH1679,S10679,,V1010,District A,43,M,Secondary,Farming,Employed,25281,43,4,45,2024-05-10
HH1680,S10680,,V1001,District A,34,M,Secondary,Farming,Employed,28082,33,4,45,2024-05-10
HH1681,S10681,,V1002,District A,57,M,Secondary,Farming,Employed,27496,45,4,45,2024-05-10
HH1682,S10682,,V1003,District A,32,M,Secondary,Farming,Employed,20045,41,4,45,2024-05-10
HH1683,S10683,,V1004,District A,32,M,Secondary,Farming,Employed,14923,44,4,45,2024-05-10
HH1684,S10684,,V1005,District A,58,M,Secondary,Farming,Employed,21623,46,4,45,2024-05-10
HH1685,S10685,,V1006,District A,28,M,Secondary,Farming,Employed,19868,40,4,45,2024-05-10
HH1686,S10686,,V1007,District A,49,M,Secondary,Farming,Employed,12390,33,4,45,2024-05-10
HH1687,S10687,,V1008,District A,51,M,Secondary,Farming,Employed,20698,39,4,45,2024-05-10
HH1688,S10688,,V1009,District A,54,M,Secondary,Farming,Employed,22702,47,4,45,2024-05-10
HH1689,S10689,,V1010,District A,56,M,Secondary,Farming,Employed,22323,44,4,45,2024-05-10
HH1690,S10690,,V1001,District A,23,M,Secondary,Farming,Employed,11939,36,4,45,2024-05-10
HH1691,S10691,,V1002,District A,27,M,Secondary,Farming,Employed,25807,41,4,45,2024-05-10
HH1692,S10692,,V1003,District A,24,M,Secondary,Farming,Employed,21354,45,4,45,2024-05-10
HH1693,S10693,,V1004,District A,38,M,Secondary,Farming,Employed,29840,39,4,45,2024-05-10
HH1694,S10694,,V1005,District A,20,M,Secondary,Farming,Employed,20040,45,4,45,2024-05-10
HH1695,S10695,,V1006,District A,40,M,Secondary,Farming,Employed,19396,37,4,45,2024-05-10
HH1696,S10696,,V1007,District A,52,M,Secondary,Farming,Employed,26428,34,4,45,2024-05-10
HH1697,S10697,,V1008,District A,40,M,Secondary,Farming,Employed,17200,45,4,45,2024-05-10
HH1698,S10698,,V1009,District A,48,M,Secondary,Farming,Employed,28002,31,4,45,2024-05-10
HH1699,S10699,,V1010,District A,24,M,Secondary,Farming,Employed,27208,48,4,45,2024-05-10
HH1700,S10700,,V1001,District A,34,M,Secondary,Farming,Employed,14592,39,4,45,2024-05-10
HH1701,S10701,,V1002,District A,55,M,Secondary,Farming,Employed,26049,43,4,45,2024-05-10
HH1702,S10702,,V1003,District A,46,M,Secondary,Farming,Employed,16619,39,4,45,2024-05-10
HH1703,S10703,,V1004,District A,40,M,Secondary,Farming,Employed,15884,34,4,45,2024-05-10
HH1704,S10704,,V1005,District A,22,M,Secondary,Farming,Employed,29924,36,4,45,2024-05-10
HH1705,S10705,,V1006,District A,37,M,Secondary,Farming,Employed,15111,49,4,45,2024-05-10
HH1706,S10706,,V1007,District A,59,M,Secondary,Farming,Employed,21298,46,4,45,2024-05-10
HH1707,S10707,,V1008,District A,58,M,Secondary,Farming,Employed,19833,37,4,45,2024-05-10
HH1708,S10708,,V1009,District A,48,M,Secondary,Farming,Employed,14061,39,4,45,2024-05-10
HH1709,S10709,,V1010,District A,49,M,Secondary,Farming,Employed,13074,49,4,45,2024-05-10
HH1710,S10710,,V1001,District A,19,M,Secondary,Farming,Employed,10749,38,4,45,2024-05-10
HH1711,S10711,,V1002,District A,27,M,Secondary,Farming,Employed,26184,34,4,45,2024-05-10
HH1712,S10712,,V1003,District A,27,M,Secondary,Farming,Employed,26449,38,4,45,2024-05-10
HH1713,S10713,,V1004,District A,18,M,Secondary,Farming,Employed,16282,40,4,45,2024-05-10
HH1714,S10714,,V1005,District A,28,M,Secondary,Farming,Employed,24322,40,4,45,2024-05-10
HH1715,S10715,,V1006,District A,33,M,Secondary,Farming,Employed,19610,36,4,45,2024-05-10
HH1716,S10716,,V1007,District A,26,M,Secondary,Farming,Employed,26236,46,4,45,2024-05-10
HH1717,S10717,,V1008,District A,54,M,Secondary,Farming,Employed,13577,31,4,45,2024-05-10
HH1718,S10718,,V1009,District A,44,M,Secondary,Farming,Employed,12652,30,4,45,2024-05-10
HH1719,S10719,,V1010,District A,33,M,Secondary,Farming,Employed,21636,37,4,45,2024-05-10
HH1720,S10720,,V1001,District A,50,M,Secondary,Farming,Employed,10407,43,4,45,2024-05-10
HH1721,S10721,,V1002,District A,30,M,Secondary,Farming,Employed,17853,38,4,45,2024-05-10
HH1722,S10722,,V1003,District A,58,M,Secondary,Farming,Employed,22866,40,4,45,2024-05-10
HH1723,S10723,,V1004,District A,44,M,Secondary,Farming,Employed,26770,41,4,45,2024-05-10
HH1724,S10724,,V1005,District A,19,M,Secondary,Farming,Employed,11670,34,4,45,2024-05-10
HH1725,S10725,,V1006,District A,38,M,Secondary,Farming,Employed,21136,46,4,45,2024-05-10
HH1726,S10726,,V1007,District A,25,M,Secondary,Farming,Employed,23346,40,4,45,2024-05-10
HH1727,S10727,,V1008,District A,38,M,Secondary,Farming,Employed,25177,43,4,45,2024-05-10
HH1728,S10728,,V1009,District A,57,M,Secondary,Farming,Employed,20253,42,4,45,2024-05-10
HH1729,S10729,,V1010,District A,42,M,Secondary,Farming,Employed,18392,43,4,45,2024-05-10
HH1730,S10730,,V1001,District A,26,M,Secondary,Farming,Employed,26519,36,4,45,2024-05-10
HH1731,S10731,,V1002,District A,40,M,Secondary,Farming,Employed,19198,36,4,45,2024-05-10
HH1732,S10732,,V1003,District A,40,M,Secondary,Farming,Employed,24292,45,4,45,2024-05-10
HH1733,S10733,,V1004,District A,23,M,Secondary,Farming,Employed,27017,32,4,45,2024-05-10
HH1734,S10734,,V1005,District A,52,M,Secondary,Farming,Employed,15890,35,4,45,2024-05-10
HH1735,S10735,,V1006,District A,55,M,Secondary,Farming,Employed,27233,35,4,45,2024-05-10
HH1736,S10736,,V1007,District A,49,M,Secondary,Farming,Employed,21680,42,4,45,2024-05-10
HH1737,S10737,,V1008,District A,39,M,Secondary,Farming,Employed,27651,39,4,45,2024-05-10
HH1738,S10738,,V1009,District A,59,M,Secondary,Farming,Employed,17135,43,4,45,2024-05-10
HH1739,S10739,,V1010,District A,51,M,Secondary,Farming,Employed,18615,46,4,45,2024-05-10
HH1740,S10740,,V1001,District A,52,M,Secondary,Farming,Employed,28087,41,4,45,2024-05-10
HH1741,S10741,,V1002,District A,31,M,Secondary,Farming,Employed,13209,34,4,45,2024-05-10
HH1742,S10742,,V1003,District A,37,M,Secondary,Farming,Employed,27985,34,4,45,2024-05-10
HH1743,S10743,,V1004,District A,28,M,Secondary,Farming,Employed,12834,30,4,45,2024-05-10
HH1744,S10744,,V1005,District A,44,M,Secondary,Farming,Employed,25906,49,4,45,2024-05-10
HH1745,S10745,,V1006,District A,54,M,Secondary,Farming,Employed,18588,34,4,45,2024-05-10
HH1746,S10746,,V1007,District A,19,M,Secondary,Farming,Employed,14005,46,4,45,2024-05-10
HH1747,S10747,,V1008,District A,54,M,Secondary,Farming,Employed,10472,38,4,45,2024-05-10
HH1748,S10748,,V1009,District A,27,M,Secondary,Farming,Employed,19834,36,4,45,2024-05-10
HH1749,S10749,,V1010,District A,52,M,Secondary,Farming,Employed,26485,40,4,45,2024-05-10
HH1750,S10750,,V1001,District A,37,M,Secondary,Farming,Employed,25030,41,4,45,2024-05-10
HH1751,S10751,,V1002,District A,19,M,Secondary,Farming,Employed,26700,40,4,45,2024-05-10
HH1752,S10752,,V1003,District A,28,M,Secondary,Farming,Employed,18887,30,4,45,2024-05-10
HH1753,S10753,,V1004,District A,25,M,Secondary,Farming,Employed,27069,35,4,45,2024-05-10
HH1754,S10754,,V1005,District A,54,M,Secondary,Farming,Employed,18431,43,4,45,2024-05-10
HH1755,S10755,,V1006,District A,32,M,Secondary,Farming,Employed,13131,37,4,45,2024-05-10
HH1756,S10756,,V1007,District A,48,M,Secondary,Farming,Employed,17383,41,4,45,2024-05-10
HH1757,S10757,,V1008,District A,23,M,Secondary,Farming,Employed,10313,32,4,45,2024-05-10
HH1758,S10758,,V1009,District A,57,M,Secondary,Farming,Employed,18481,37,4,45,2024-05-10
HH1759,S10759,,V1010,District A,25,M,Secondary,Farming,Employed,18162,33,4,45,2024-05-10
HH1760,S10760,,V1001,District A,43,M,Secondary,Farming,Employed,15839,48,4,45,2024-05-10
HH1761,S10761,,V1002,District A,55,M,Secondary,Farming,Employed,13215,44,4,45,2024-05-10
HH1762,S10762,,V1003,District A,55,M,Secondary,Farming,Employed,13622,43,4,45,2024-05-10
HH1763,S10763,,V1004,District A,31,M,Secondary,Farming,Employed,19877,36,4,45,2024-05-10
HH1764,S10764,,V1005,District A,20,M,Secondary,Farming,Employed,19904,44,4,45,2024-05-10
HH1765,S10765,,V1006,District A,59,M,Secondary,Farming,Employed,24827,42,4,45,2024-05-10
HH1766,S10766,,V1007,District A,33,M,Secondary,Farming,Employed,24130,48,4,45,2024-05-10
HH1767,S10767,,V1008,District A,38,M,Secondary,Farming,Employed,10651,44,4,45,2024-05-10
HH1768,S10768,,V1009,District A,23,M,Secondary,Farming,Employed,13742,46,4,45,2024-05-10
HH1769,S10769,,V1010,District A,40,M,Secondary,Farming,Employed,14606,30,4,45,2024-05-10
HH1770,S10770,,V1001,District A,30,M,Secondary,Farming,Employed,16344,46,4,45,2024-05-10
HH1771,S10771,,V1002,District A,42,M,Secondary,Farming,Employed,13694,47,4,45,2024-05-10
HH1772,S10772,,V1003,District A,33,M,Secondary,Farming,Employed,21972,49,4,45,2024-05-10
HH1773,S10773,,V1004,District A,19,M,Secondary,Farming,Employed,20960,32,4,45,2024-05-10
HH1774,S10774,,V1005,District A,38,M,Secondary,Farming,Employed,12977,49,4,45,2024-05-10
HH1775,S10775,,V1006,District A,38,M,Secondary,Farming,Employed,16645,32,4,45,2024-05-10
HH1776,S10776,,V1007,District A,56,M,Secondary,Farming,Employed,18873,49,4,45,2024-05-10
HH1777,S10777,,V1008,District A,36,M,Secondary,Farming,Employed,25656,33,4,45,2024-05-10
HH1778,S10778,,V1009,District A,38,M,Secondary,Farming,Employed,23118,35,4,45,2024-05-10
HH1779,S10779,,V1010,District A,58,M,Secondary,Farming,Employed,22685,38,4,45,2024-05-10
HH1780,S10780,,V1001,District A,46,M,Secondary,Farming,Employed,28962,44,4,45,2024-05-10
HH1781,S10781,,V1002,District A,21,M,Secondary,Farming,Employed,16001,38,4,45,2024-05-10
HH1782,S10782,,V1003,District A,54,M,Secondary,Farming,Employed,28935,42,4,45,2024-05-10
HH1783,S10783,,V1004,District A,33,M,Secondary,Farming,Employed,12944,41,4,45,2024-05-10
HH1784,S10784,,V1005,District A,45,M,Secondary,Farming,Employed,13604,31,4,45,2024-05-10
HH1785,S10785,,V1006,District A,52,M,Secondary,Farming,Employed,11839,32,4,45,2024-05-10
HH1786,S10786,,V1007,District A,48,M,Secondary,Farming,Employed,27444,48,4,45,2024-05-10
HH1787,S10787,,V1008,District A,38,M,Secondary,Farming,Employed,22456,33,4,45,2024-05-10
HH1788,S10788,,V1009,District A,54,M,Secondary,Farming,Employed,22971,42,4,45,2024-05-10
HH1789,S10789,,V1010,District A,41,M,Secondary,Farming,Employed,15468,45,4,45,2024-05-10
HH1790,S10790,,V1001,District A,31,M,Secondary,Farming,Employed,20527,33,4,45,2024-05-10
HH1791,S10791,,V1002,District A,54,M,Secondary,Farming,Employed,14286,33,4,45,2024-05-10
HH1792,S10792,,V1003,District A,25,M,Secondary,Farming,Employed,29522,32,4,45,2024-05-10
HH1793,S10793,,V1004,District A,58,M,Secondary,Farming,Employed,25151,30,4,45,2024-05-10
HH1794,S10794,,V1005,District A,22,M,Secondary,Farming,Employed,17120,42,4,45,2024-05-10
HH1795,S10795,,V1006,District A,31,M,Secondary,Farming,Employed,27351,43,4,45,2024-05-10
HH1796,S10796,,V1007,District A,50,M,Secondary,Farming,Employed,27225,47,4,45,2024-05-10
HH1797,S10797,,V1008,District A,59,M,Secondary,Farming,Employed,10348,37,4,45,2024-05-10
HH1798,S10798,,V1009,District A,41,M,Secondary,Farming,Employed,14708,47,4,45,2024-05-10
HH1799,S10799,,V1010,District A,36,M,Secondary,Farming,Employed,20184,45,4,45,2024-05-10
HH1800,S10800,,V1001,District A,48,M,Secondary,Farming,Employed,11155,49,4,45,2024-05-10
HH1801,S10801,,V1002,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1802,S10802,,V1003,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1803,S10803,,V1004,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1804,S10804,,V1005,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1805,S10805,,V1006,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1806,S10806,,V1007,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1807,S10807,,V1008,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1808,S10808,,V1009,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1809,S10809,,V1010,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1810,S10810,,V1001,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1811,S10811,,V1002,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1812,S10812,,V1003,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1813,S10813,,V1004,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1814,S10814,,V1005,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1815,S10815,,V1006,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1816,S10816,,V1007,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1817,S10817,,V1008,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1818,S10818,,V1009,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1819,S10819,,V1010,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1820,S10820,,V1001,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1821,S10821,,V1002,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1822,S10822,,V1003,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1823,S10823,,V1004,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1824,S10824,,V1005,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1825,S10825,,V1006,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1826,S10826,,V1007,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1827,S10827,,V1008,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1828,S10828,,V1009,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1829,S10829,,V1010,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1830,S10830,,V1001,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1831,S10831,,V1002,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1832,S10832,,V1003,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
HH1833,S10833,,V1004,District A,5,M,None,Unemployed,Unemployed,900000,100,1,10,2024-05-10
